江苏,连云港,移动,13800518500
江苏,泰州,移动,13800523500
江苏,宿迁,移动,13800527500
浙江,杭州,移动,13800571500
浙江,宁波,移动,13800574500
浙江,嘉兴,移动,13800573500
浙江,金华,移动,13800579500
浙江,温州,移动,13800577500
浙江,衢州,移动,13800570500
浙江,舟山,移动,13800580500
浙江,湖州,移动,13800572500
浙江,绍兴,移动,13800575500
浙江,台州,移动,13800576500
浙江,丽水,移动,13800578500
安徽,滁州,移动,13800550500
安徽,合肥,移动,13800551500
安徽,蚌埠,移动,13800552500
安徽,芜湖,移动,13800553500
安徽,淮南,移动,13800554500
安徽,马鞍山,移动,13800555500
安徽,安庆,移动,13800556500
安徽,宿州,移动,13800557500
安徽,阜阳,移动,13800558500
安徽,黄山,移动,13800559500
安徽,淮北,移动,13800561500
安徽,铜陵,移动,13800562500
安徽,宣城,移动,13800563500
安徽,六安,移动,13800564500
安徽,巢湖,移动,13800565500
安徽,贵池,移动,13800566500
福建,福州,移动,13800591500
福建,厦门,移动,13800592500
福建,宁德,移动,13800593500
福建,莆田,移动,13800594500
福建,泉州,移动,13800595500
福建,漳州,移动,13800596500
福建,龙岩,移动,13800597500
福建,三明,移动,13800598500
福建,南平,移动,13800599500
江西,南昌,移动,13800791500
江西,上饶,移动,13800793500
江西,鹰潭,移动,13800701500
江西,抚州,移动,13800794500
江西,九江,移动,13800792500
江西,宜春,移动,13800795500
江西,吉安,移动,13800796500
江西,赣州,移动,13800797500
江西,景德镇,移动,13800798500
江西,萍乡,移动,13800799500
江西,新余,移动,13800790500
山东,青岛,移动,13800532500
山东,济南,移动,13800531500
山东,淄博,移动,13800533500
山东,潍坊,移动,13800536500
山东,烟台,移动,13800535500
山东,威海,移动,13800631500
山东,临沂,移动,13800539500
山东,莱芜,移动,13800634500
山东,聊城,移动,13800635500
山东,日照,移动,13800633500
山东,枣庄,移动,13800632500
山东,德州,移动,13800534500
山东,济宁,移动,13800537500
山东,荷泽,移动,13800530500
山东,泰安,移动,13800538500
山东,东营,移动,13800546500
山东,滨州,移动,13800543500
河南,郑州,移动,13800371500
河南,许昌,移动,13800374500
河南,开封,移动,13800378500
河南,商丘,移动,13800370500
河南,漯河,移动,13800395500
河南,周口,移动,13800394500
河南,平顶山,移动,13800375500
河南,信阳,移动,13800376500
河南,南阳,移动,13800377500
河南,洛阳,移动,13800379500
河南,焦作,移动,13800391500
河南,新乡,移动,13800373500
河南,鹤壁,移动,13800392500
河南,驻马店,移动,13800396500
河南,濮阳,移动,13800393500
河南,安阳,移动,13800372500
河南,三门峡,移动,13800398500
湖北,武汉,移动,13800270500
湖北,襄樊,移动,13800710500
湖北,孝感,移动,13800712500
湖北,咸宁,移动,13800715500
湖北,荆州,移动,13800716500
湖北,宜昌,移动,13800717500
湖北,恩施,移动,13800718500
湖北,十堰,移动,13800719500
湖北,随州,移动,13800722500
湖北,荆门,移动,13800724500
湖北,江汉,移动,13800728500
湖南,长沙,移动,13800731500
湖南,常德,移动,13800736500
湖南,衡阳,移动,13800734500
湖南,邵阳,移动,13800739500
湖南,岳阳,移动,13800730500
湖南,益阳,移动,13800737500
湖南,湘潭,移动,13800732500
湖南,株州,移动,13800733500
湖南,张家界,移动,13800744500
湖南,郴州,移动,13800735500
湖南,娄底,移动,13800738500
湖南,吉首,移动,13800743500
湖南,怀化,移动,13800745500
湖南,永州,移动,13800746500
广东,广州,移动,13800200500
广东,深圳,移动,13800755500
广东,汕头,移动,13800754500
广东,韶关,移动,13800751500
广东,清远,移动,13800763500
广东,潮州,移动,13800768500
广东,揭阳,移动,13800663500
广东,湛江,移动,13800759500
广东,茂名,移动,13800668500
广东,江门,移动,13800750500
广东,东莞,移动,13800769500
广东,河源,移动,13800762500
广东,梅州,移动,13800753500
广东,汕尾,移动,13800660500
广东,佛山,移动,13800757500
广东,云浮,移动,13800766500
广东,顺德,移动,13800765500
广东,肇庆,移动,13800758500
广东,江门,移动,13800750500
广东,阳江,移动,13800662500
广东,珠海,移动,13800756500
广东,中山,移动,13800760500
广东,惠州,移动,13800752500
广西,南宁,移动,13800771500
广西,柳州,移动,13800772500
广西,桂林,移动,13800773500
广西,梧州,移动,13800774500
广西,玉林,移动,13800775500
广西,百色,移动,13800776500
广西,钦州,移动,13800777500
广西,河池,移动,13800778500
广西,北海,移动,13800779500
广西,防城港,移动,13800770500
海南,海口,移动,13800898500
重庆,重庆,移动,13800230500
四川,成都,移动,13800280500
四川,攀枝花,移动,13800812500
四川,自贡,移动,13800813500
四川,绵阳,移动,13800816500
四川,南充,移动,13800817500
四川,广安,移动,13800826500
四川,宜宾,移动,13800831500
四川,内江,移动,13800832500
四川,乐山,移动,13800833500
四川,西昌,移动,13800834500
四川,雅安,移动,13800835500
四川,康定,移动,13800836500
四川,马尔康,移动,13800837500
四川,德阳,移动,13800838500
四川,广元,移动,13800839500
四川,泸州,移动,13800830500
四川,遂宁,移动,13800825500
四川,巴中,移动,13800827500
四川,达川,移动,13800818500
贵州,贵阳,移动,13800851500
云南,昆明,移动,13800871500
云南,玉溪,移动,13800877500
云南,曲靖,移动,13800874500
云南,保山,移动,13800875500
云南,思茅,移动,13800879500
云南,楚雄,移动,13800878500
云南,文山,移动,13800876500
云南,丽江,移动,13800888500
云南,个旧,移动,13800873500
云南,大理,移动,13800872500
陕西,西安,移动,13800290500
陕西,延安,移动,13800911500
陕西,榆林,移动,13800912500
陕西,渭南,移动,13800913500
陕西,商洛,移动,13800914500
陕西,安康,移动,13800915500
陕西,汉中,移动,13800916500
陕西,宝鸡,移动,13800917500
陕西,铜川,移动,13800919500
陕西,咸阳,移动,13800910500
甘肃,兰州,移动,13800931500
甘肃,白银,移动,13800943500
甘肃,临夏,移动,13800930500
甘肃,甘南,移动,13800941500
甘肃,张掖,移动,13800936500
甘肃,金昌,移动,13800935500
甘肃,酒泉,移动,13800937500
甘肃,天水,移动,13800938500
甘肃,定西,移动,13800932500
甘肃,平凉,移动,13800933500
甘肃,庆阳,移动,13800934500
甘肃,陇南,移动,13800939500
青海,西宁,移动,13800971500
宁夏,银川,移动,13800951500
新疆,乌鲁木齐,移动,13800991500
新疆,克拉玛依,移动,13800990500
新疆,石河子,移动,13800992500
新疆,奎屯,移动,13800993500
新疆,昌吉,移动,13800994500
新疆,吐鲁番,移动,13800995500
新疆,库尔勒,移动,13800996500
新疆,阿克苏,移动,13800997500
新疆,喀什,移动,13800998500
新疆,伊宁,移动,13800999500
新疆,塔城,移动,13800901500
新疆,哈密,移动,13800902500
新疆,和田,移动,13800903500
新疆,阿勒泰,移动,13800906500
新疆,阿图什,移动,13800908500
新疆,博州,移动,13800909500
